9.416631755341433063e+01 1.435772936740678745e+02
9.600000000000000000e+01 1.220000000000000000e+02
9.495433598659404595e+01 1.273074989526602394e+02
8.910557184750733484e+01 9.316631755341433063e+01
9.611353162966065611e+01 1.139359028068705442e+02
9.589526602429828017e+01 1.022999581064097185e+02
9.495936321742773600e+01 7.286342689568496667e+01
4.409886887306242187e+01 6.359488898198575413e+01
9.466527021365730832e+01 5.050900712191035069e+01
9.465647255969837204e+01 4.006158357771261080e+01
9.444072056975282692e+01 2.872224549643904279e+00
9.416757436112274604e+01 1.460712191034771763e+02
9.409761206535399936e+01 1.484386258902387965e+02
9.399832425638876998e+01 1.498919145370758201e+02
9.396313364055299644e+01 1.643133640552995303e+02
9.410431503979890522e+01 1.678035190615835859e+02
9.412442396313363702e+01 1.720071219103477063e+02
9.407289484708839211e+01 1.764365312107247519e+02
9.380938416422287673e+01 1.813707582739840802e+02
9.573188102220360918e+01 1.254440720569752870e+02
8.710180142438207440e+01 1.240783410138248826e+02
1.583158776707163717e+01 3.139296187683284600e+01
6.398994553833263410e+01 7.083410138248848398e+01
5.697653958944281527e+01 7.145370758273983824e+01
5.001089233347298091e+01 7.117218265605362149e+01
4.076036866359446975e+01 6.611855886049434616e+01
6.988772517804775930e+01 6.931755341432760531e+01
5.318014243820695697e+01 4.865144532886468198e+01
6.138751571009635200e+01 4.968496020108923261e+01
4.571679932970255322e+01 4.996313364055299644e+01
4.088563049853372178e+01 5.296816087138667939e+01
3.412065354000837658e+01 7.100544616673649045e+01
6.439002932551319702e+01 1.868826979472140692e+02
4.135148722245496344e+01 6.123083368244658686e+01
1.126476749057394144e+01 6.511478843736908573e+01
2.564725596983661404e+01 6.448261416003352053e+01
5.564097193129450858e+01 1.071432760787599534e+02
8.313112693757855709e+01 1.417687473816505985e+02
8.377293674067867357e+01 1.475102639296187590e+02
7.270674486803518732e+01 1.426870548806032559e+02
6.563594470046082563e+01 1.437025555090071123e+02
7.514872224549644386e+01 1.467452869710934351e+02
6.855383326351068263e+01 1.464637620444072184e+02
5.516003351487222517e+01 1.573552576455802239e+02
8.951068286552157360e+01 1.215735232509425998e+02
8.862170087976539889e+01 1.136711353162966134e+02
3.062002513615416888e+01 4.588227901131126885e+01
7.184331797235023487e+01 8.749183074989527142e+01
6.985965647255969202e+01 1.151265186426476816e+02
6.925722664432342413e+01 1.101713447842480065e+02
3.379891076665270333e+01 1.038198575617930430e+02
8.889107666527021934e+01 1.028244658567239185e+02
4.781524926686216759e+01 3.894972769166317761e+01
3.774486803519061340e+01 4.093883535819019670e+01
2.326225387515709997e+01 1.947046501885211711e+01
7.941055718475072922e+01 4.787222454964390295e+01
6.842857142857143060e+01 5.324046920821114526e+01
4.950523669878508315e+01 1.477352325094260550e+02
1.478005865102639227e+01 1.379459572685379101e+02
7.506493506493507084e+01 1.200473397570171699e+02
8.126770004189359042e+01 1.228734813573523184e+02
5.670297444490992689e+01 1.465316296606619062e+02
5.872643485546711162e+01 1.471147884373690715e+02
3.392082111436950242e+01 3.534813573523251051e+01
6.896187683284458103e+01 1.176317553414327648e+02
6.143443653121072145e+01 4.064222873900293109e+01
6.036573104315039728e+01 3.421449518223711550e+01
5.241223292836195924e+01 5.186426476749057102e+00
2.821910347716799450e+01 2.836321742773355581e+01
5.647842480100544549e+01 2.030289065772936752e+01
2.624256388772517923e+01 4.145245077503142284e+01
2.081231671554252216e+01 3.791746962714704949e+01
8.328487641390867680e+01 1.449049015500628457e+02
7.388898198575617471e+01 1.448269794721407493e+02
6.706367825722664122e+01 1.451307080016757425e+02
7.660578131545872793e+01 1.213070800167574390e+02
